index	prediction	positive_score
976	positive	2.2885663509368896
977	positive	1.5541120767593384
978	positive	1.6427165269851685
979	negative	-0.4416559338569641
980	positive	2.911038637161255
981	negative	-1.056711196899414
982	negative	-0.7785465121269226
983	negative	-0.7683802247047424
984	positive	1.3905818462371826
985	negative	-0.7750816345214844
986	negative	-2.2173337936401367
987	positive	0.7035270929336548
988	positive	1.5432487726211548
989	negative	-0.19937369227409363
990	positive	0.9461754560470581
991	negative	-1.1490085124969482
992	negative	-0.30234527587890625
993	negative	-2.3515398502349854
994	negative	-1.5390063524246216
995	negative	-1.6490252017974854
996	negative	-2.4197895526885986
997	positive	1.5383286476135254
998	positive	1.8270446062088013
999	positive	0.23796948790550232
